reporter_country,reporter_iso3,year,tech,hs_codes_used,tariff_mfn_simple_avg,n_hs_lines_underlying,nomen_code,datatype,source
India,IND,2012,batteries,850760+850780,10.0,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2012,evs,870390,100.0,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2013,solar_pv,854140,0.0,4,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2013,wind,850231,7.5,1,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2013,batteries,850760+850780,10.0,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2013,evs,870390,100.0,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2014,solar_pv,854140,0.0,4,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2014,wind,850231,7.5,1,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2014,batteries,850760+850780,10.0,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2014,evs,870390,100.0,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2015,solar_pv,854140,0.0,4,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2015,wind,850231,7.5,1,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2015,batteries,850760+850780,10.0,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2015,evs,870390,60.0,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2016,solar_pv,854140,0.0,4,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2016,wind,850231,10.0,1,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2016,batteries,850760+850780,10.0,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2016,evs,870390,100.0,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2017,solar_pv,854140,0.0,4,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2017,wind,850231,7.5,1,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2017,batteries,850760+850780,10.0,2,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2017,evs,870380+870390,125.0,6,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2018,solar_pv,854140,0.0,4,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2018,wind,850231,7.5,1,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2018,batteries,850760+850780,10.0,2,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2018,evs,870380+870390,125.0,6,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2019,solar_pv,854140,0.0,4,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2019,wind,850231,7.5,1,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2019,batteries,850760+850780,12.5,2,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2019,evs,870380+870390,125.0,6,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2020,solar_pv,854140,0.0,4,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2020,wind,850231,7.5,1,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2020,batteries,850760+850780,12.5,2,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2020,evs,870380+870390,125.0,6,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2021,solar_pv,854140,0.0,5,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2021,wind,850231,7.5,1,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2021,batteries,850760+850780,12.5,2,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2021,evs,870380+870390,125.0,6,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2022,solar_pv,854142+854143,32.5,2,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2022,wind,850231,7.5,1,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2022,batteries,850760+850780,12.5,2,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2022,evs,870380+870390,125.0,6,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2023,solar_pv,854142+854143,32.5,2,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2023,wind,850231,7.5,1,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2023,batteries,850760+850780,12.5,2,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
India,IND,2023,evs,870380+870390,125.0,6,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2003,solar_pv,854140,0.0,1,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2003,wind,850231,2.5,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2003,batteries,850780,5.0,1,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2003,evs,870390,10.0,4,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2004,solar_pv,854140,0.0,1,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2004,wind,850231,2.5,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2004,batteries,850780,5.0,1,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2004,evs,870390,10.0,4,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2005,solar_pv,854140,0.0,1,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2005,wind,850231,2.5,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2005,batteries,850780,5.0,1,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2005,evs,870390,6.667,4,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2006,solar_pv,854140,0.0,1,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2006,wind,850231,2.5,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2006,batteries,850780,5.0,1,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2006,evs,870390,6.667,4,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2007,solar_pv,854140,0.0,1,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2007,wind,850231,2.5,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2007,batteries,850780,5.0,1,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2007,evs,870390,6.667,4,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2008,solar_pv,854140,0.0,1,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2008,wind,850231,2.5,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2008,batteries,850780,5.0,1,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2008,evs,870390,6.667,4,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2009,solar_pv,854140,0.0,1,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2009,wind,850231,2.5,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2009,batteries,850780,5.0,1,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2009,evs,870390,6.667,4,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2010,solar_pv,854140,0.0,1,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2010,wind,850231,2.5,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2010,batteries,850780,5.0,1,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2010,evs,870390,5.0,4,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2011,solar_pv,854140,0.0,1,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2011,wind,850231,2.5,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2011,batteries,850780,5.0,1,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2011,evs,870390,5.0,4,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2012,solar_pv,854140,0.0,1,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2012,wind,850231,2.5,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2012,batteries,850760+850780,5.0,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2012,evs,870390,5.0,4,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2013,solar_pv,854140,0.0,1,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2013,wind,850231,2.5,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2013,batteries,850760+850780,5.0,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2013,evs,870390,5.0,4,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2014,solar_pv,854140,0.0,1,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2014,wind,850231,2.5,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2014,batteries,850760+850780,5.0,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2014,evs,870390,5.0,4,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2015,solar_pv,854140,0.0,1,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2015,wind,850231,2.5,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2015,batteries,850760+850780,5.0,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2015,evs,870390,5.0,4,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2016,solar_pv,854140,0.0,1,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2016,wind,850231,2.5,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2016,batteries,850760+850780,5.0,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2016,evs,870390,5.0,4,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2017,solar_pv,854140,0.0,1,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2017,wind,850231,2.5,2,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2017,batteries,850760+850780,5.0,2,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2017,evs,870380+870390,5.0,8,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2018,solar_pv,854140,0.0,1,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2018,wind,850231,2.5,2,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2018,batteries,850760+850780,5.0,2,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2018,evs,870380+870390,5.0,8,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2019,solar_pv,854140,0.0,1,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2019,wind,850231,2.5,2,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2019,batteries,850760+850780,5.0,2,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2019,evs,870380+870390,5.0,8,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2020,solar_pv,854140,0.0,1,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2020,wind,850231,2.5,2,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2020,batteries,850760+850780,5.0,2,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2020,evs,870380+870390,5.0,8,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2021,solar_pv,854140,0.0,1,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2021,wind,850231,2.5,2,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2021,batteries,850760+850780,5.0,2,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2021,evs,870380+870390,5.0,8,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2022,solar_pv,854142+854143,0.0,2,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2022,wind,850231,2.5,2,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2022,batteries,850760+850780,5.0,2,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2022,evs,870380+870390,5.0,8,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2023,solar_pv,854142+854143,0.0,2,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2023,wind,850231,2.5,2,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2023,batteries,850760+850780,5.0,2,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
Australia,AUS,2023,evs,870380+870390,4.0,10,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2003,solar_pv,854140,0.0,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2003,wind,850231,1.35,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2003,batteries,850780,2.4,9,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2003,evs,870390,10.0,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2004,solar_pv,854140,0.0,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2004,wind,850231,1.35,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2004,batteries,850780,2.4,9,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2004,evs,870390,10.0,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2005,solar_pv,854140,0.0,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2005,wind,850231,1.35,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2005,batteries,850780,2.43,10,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2005,evs,870390,10.0,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2006,solar_pv,854140,0.0,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2006,wind,850231,1.35,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2006,batteries,850780,1.964,11,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2006,evs,870390,10.0,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2007,solar_pv,854140,0.0,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2007,wind,850231,1.35,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2007,batteries,850780,1.964,11,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2007,evs,870390,10.0,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2008,solar_pv,854140,0.0,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2008,wind,850231,1.35,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2008,batteries,850780,2.077,13,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2008,evs,870390,10.0,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2009,solar_pv,854140,0.0,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2009,wind,850231,1.35,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2009,batteries,850780,2.025,12,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2009,evs,870390,10.0,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2010,solar_pv,854140,0.0,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2010,wind,850231,1.35,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2010,batteries,850780,2.025,12,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2010,evs,870390,10.0,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2011,solar_pv,854140,0.0,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2011,wind,850231,1.35,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2011,batteries,850780,2.077,13,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2011,evs,870390,10.0,2,Harmonized System 2007,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2012,solar_pv,854140,0.0,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2012,wind,850231,1.35,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2012,batteries,850760+850780,1.832,9,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2012,evs,870390,10.0,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2013,solar_pv,854140,0.0,7,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2013,wind,850231,1.35,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2013,batteries,850760+850780,1.921,15,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2013,evs,870390,10.0,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2014,solar_pv,854140,0.0,7,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2014,wind,850231,1.35,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2014,batteries,850760+850780,1.935,17,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2014,evs,870390,10.0,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2015,solar_pv,854140,0.0,7,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2015,wind,850231,1.35,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2015,batteries,850760+850780,2.166,19,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2015,evs,870390,10.0,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2016,solar_pv,854140,0.0,11,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2016,wind,850231,1.35,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2016,batteries,850760+850780,2.081,27,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2016,evs,870390,10.0,2,Harmonized System 2012,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2017,solar_pv,854140,0.0,11,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2017,wind,850231,1.35,2,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2017,batteries,850760+850780,2.081,27,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2017,evs,870380+870390,10.0,3,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2018,solar_pv,854140,0.0,19,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2018,wind,850231,1.35,2,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2018,batteries,850760+850780,2.066,25,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2018,evs,870380+870390,10.0,3,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2019,solar_pv,854140,0.0,2,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2019,wind,850231,1.35,2,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2019,batteries,850760+850780,2.066,25,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2019,evs,870380+870390,10.0,3,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2020,solar_pv,854140,0.0,2,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2020,wind,850231,1.35,4,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2020,batteries,850760+850780,1.628,19,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2020,evs,870380+870390,10.0,3,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2021,solar_pv,854140,0.0,2,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2021,wind,850231,0.0,4,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2021,batteries,850760+850780,0.929,16,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2021,evs,870380+870390,10.0,3,H5,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2022,solar_pv,854142+854143,0.0,2,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2022,wind,850231,0.0,4,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2022,batteries,850760+850780,0.938,18,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2022,evs,870380+870390,10.0,3,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2023,solar_pv,854142+854143,0.0,2,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2023,wind,850231,0.0,4,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2023,batteries,850760+850780,0.938,18,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
United Kingdom,GBR,2023,evs,870380+870390,10.0,3,H6,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
France,FRA,2003,solar_pv,854140,0.0,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
France,FRA,2003,wind,850231,1.35,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
France,FRA,2003,batteries,850780,2.4,9,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
France,FRA,2003,evs,870390,10.0,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
France,FRA,2004,solar_pv,854140,0.0,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
France,FRA,2004,wind,850231,1.35,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
France,FRA,2004,batteries,850780,2.4,9,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
France,FRA,2004,evs,870390,10.0,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
France,FRA,2005,solar_pv,854140,0.0,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
France,FRA,2005,wind,850231,1.35,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
France,FRA,2005,batteries,850780,2.43,10,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
France,FRA,2005,evs,870390,10.0,2,Harmonized System 2002,Reported,WITS/UNCTAD TRAINS (MFN applied to World)
