country,iso3,year,tech,capacity_gw,source,notes
Denmark,DNK,2015,solar_pv,0.7821,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Denmark,DNK,2015,wind,5.077,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,offshore component
Denmark,DNK,2016,offshore_wind,1.2711,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Denmark,DNK,2016,onshore_wind,3.9741,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Denmark,DNK,2016,solar_pv,0.851,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Denmark,DNK,2016,wind,5.2452,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,offshore component
Denmark,DNK,2017,offshore_wind,1.2638,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Denmark,DNK,2017,onshore_wind,4.2251,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Denmark,DNK,2017,solar_pv,0.9063,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Denmark,DNK,2017,wind,5.4889,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,offshore component
Denmark,DNK,2018,offshore_wind,1.7008,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Denmark,DNK,2018,onshore_wind,4.4219,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Denmark,DNK,2018,solar_pv,0.998,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Denmark,DNK,2018,wind,6.1227,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,offshore component
Denmark,DNK,2019,offshore_wind,1.7008,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Denmark,DNK,2019,onshore_wind,4.4097,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Denmark,DNK,2019,solar_pv,1.08,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Denmark,DNK,2019,wind,6.1105,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,offshore component
Denmark,DNK,2020,offshore_wind,1.7009,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Denmark,DNK,2020,onshore_wind,4.5576,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Denmark,DNK,2020,solar_pv,1.3043,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Denmark,DNK,2020,wind,6.2585,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,offshore component
Denmark,DNK,2021,offshore_wind,2.3057,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Denmark,DNK,2021,onshore_wind,4.6982,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Denmark,DNK,2021,solar_pv,1.704,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Denmark,DNK,2021,wind,7.0039,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,offshore component
Denmark,DNK,2022,offshore_wind,2.3011,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Denmark,DNK,2022,onshore_wind,4.8043,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Denmark,DNK,2022,solar_pv,3.0699,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Denmark,DNK,2022,wind,7.1054,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,offshore component
Denmark,DNK,2023,offshore_wind,2.4691,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Denmark,DNK,2023,onshore_wind,4.8217,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Denmark,DNK,2023,solar_pv,3.529,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Denmark,DNK,2023,wind,7.2908,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,offshore component
Denmark,DNK,2024,offshore_wind,2.6435,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Denmark,DNK,2024,onshore_wind,4.868,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Denmark,DNK,2024,solar_pv,3.945,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Denmark,DNK,2024,wind,7.5115,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,offshore component
Denmark,DNK,2025,offshore_wind,2.6435,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Denmark,DNK,2025,onshore_wind,4.903,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Denmark,DNK,2025,solar_pv,5.046,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Denmark,DNK,2025,wind,7.5465,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,offshore component
Egypt,EGY,2003,onshore_wind,0.074,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2003,solar_pv,0.0006,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2003,wind,0.074,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,onshore component
Egypt,EGY,2004,onshore_wind,0.15,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2004,solar_pv,0.0006,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2004,wind,0.15,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,onshore component
Egypt,EGY,2005,onshore_wind,0.15,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2005,solar_pv,0.0006,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2005,wind,0.15,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,onshore component
Egypt,EGY,2006,onshore_wind,0.235,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2006,solar_pv,0.0006,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2006,wind,0.235,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,onshore component
Egypt,EGY,2007,onshore_wind,0.315,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2007,solar_pv,0.0007,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2007,wind,0.315,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,onshore component
Egypt,EGY,2008,onshore_wind,0.395,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2008,solar_pv,0.0009,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2008,wind,0.395,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,onshore component
Egypt,EGY,2009,onshore_wind,0.44,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2009,solar_pv,0.0013,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2009,wind,0.44,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,onshore component
Egypt,EGY,2010,onshore_wind,0.555,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2010,solar_pv,0.015,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2010,wind,0.555,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,onshore component
Egypt,EGY,2011,onshore_wind,0.555,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2011,solar_pv,0.015,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2011,wind,0.555,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,onshore component
Egypt,EGY,2012,onshore_wind,0.555,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2012,solar_pv,0.015,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2012,wind,0.555,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,onshore component
Egypt,EGY,2013,onshore_wind,0.555,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2013,solar_pv,0.015,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2013,wind,0.555,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,onshore component
Egypt,EGY,2014,onshore_wind,0.555,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2014,solar_pv,0.015,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2014,wind,0.555,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,onshore component
Egypt,EGY,2015,onshore_wind,0.755,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2015,solar_pv,0.016,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2015,wind,0.755,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,onshore component
Egypt,EGY,2016,onshore_wind,0.755,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2016,solar_pv,0.039,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2016,wind,0.755,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,onshore component
Egypt,EGY,2017,onshore_wind,0.755,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2017,solar_pv,0.16,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2017,wind,0.755,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,onshore component
Egypt,EGY,2018,onshore_wind,1.13,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2018,solar_pv,0.7442,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2018,wind,1.13,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,onshore component
Egypt,EGY,2019,onshore_wind,1.132,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2019,solar_pv,1.6272,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2019,wind,1.132,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,onshore component
Egypt,EGY,2020,onshore_wind,1.38,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2020,solar_pv,1.623,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2020,wind,1.38,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,onshore component
Egypt,EGY,2021,onshore_wind,1.64,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2021,solar_pv,1.6425,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2021,wind,1.64,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,onshore component
Egypt,EGY,2022,onshore_wind,1.6425,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2022,solar_pv,1.6685,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2022,wind,1.6425,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,onshore component
Egypt,EGY,2023,onshore_wind,1.89,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2023,solar_pv,1.8003,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2023,wind,1.89,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,onshore component
Egypt,EGY,2024,onshore_wind,2.199,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2024,solar_pv,2.5343,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2024,wind,2.199,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,onshore component
Egypt,EGY,2025,onshore_wind,3.028,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2025,solar_pv,3.2473,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Egypt,EGY,2025,wind,3.028,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,onshore component
France,FRA,2003,onshore_wind,0.218,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2003,solar_pv,0.009,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2003,wind,0.218,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,onshore component
France,FRA,2004,onshore_wind,0.358,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2004,solar_pv,0.011,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2004,wind,0.358,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,onshore component
France,FRA,2005,onshore_wind,0.69,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2005,solar_pv,0.013,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2005,wind,0.69,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,onshore component
France,FRA,2006,onshore_wind,1.412,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2006,solar_pv,0.015,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2006,wind,1.412,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,onshore component
France,FRA,2007,onshore_wind,2.223,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2007,solar_pv,0.026,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2007,wind,2.223,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,onshore component
France,FRA,2008,onshore_wind,3.403,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2008,solar_pv,0.08,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2008,wind,3.403,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,onshore component
France,FRA,2009,onshore_wind,4.582,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2009,solar_pv,0.277,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2009,wind,4.582,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,onshore component
France,FRA,2010,onshore_wind,5.912,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2010,solar_pv,1.044,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2010,wind,5.912,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,onshore component
France,FRA,2011,offshore_wind,0.0108,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2011,onshore_wind,6.7472,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2011,solar_pv,2.9886,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2011,wind,6.758,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,offshore component
France,FRA,2012,offshore_wind,0.0108,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2012,onshore_wind,7.5967,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2012,solar_pv,4.3008,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2012,wind,7.6075,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,offshore component
France,FRA,2013,offshore_wind,0.0108,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2013,onshore_wind,8.1493,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2013,solar_pv,5.1603,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2013,wind,8.1601,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,offshore component
France,FRA,2014,offshore_wind,0.0108,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2014,onshore_wind,9.1906,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2014,solar_pv,5.8614,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2014,wind,9.2014,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,offshore component
France,FRA,2015,offshore_wind,0.0108,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2015,onshore_wind,10.2873,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2015,solar_pv,6.8195,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2015,wind,10.2981,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,offshore component
France,FRA,2016,offshore_wind,0.0108,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2016,onshore_wind,11.5558,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2016,solar_pv,7.3191,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2016,wind,11.5666,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,offshore component
France,FRA,2017,offshore_wind,0.0108,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2017,onshore_wind,13.4886,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2017,solar_pv,7.5238,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2017,wind,13.4994,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,offshore component
France,FRA,2018,offshore_wind,0.0128,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2018,onshore_wind,14.8873,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2018,solar_pv,8.7269,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2018,wind,14.9001,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,offshore component
France,FRA,2019,offshore_wind,0.0143,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2019,onshore_wind,16.4295,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2019,solar_pv,9.7953,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2019,wind,16.4438,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,offshore component
France,FRA,2020,offshore_wind,0.0143,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2020,onshore_wind,17.441,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2020,solar_pv,11.1266,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2020,wind,17.4553,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,offshore component
France,FRA,2021,offshore_wind,0.0143,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2021,onshore_wind,18.4275,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2021,solar_pv,14.2083,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2021,wind,18.4418,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,offshore component
France,FRA,2022,offshore_wind,0.5008,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2022,onshore_wind,20.4138,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2022,solar_pv,16.801,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2022,wind,20.9146,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,offshore component
France,FRA,2023,offshore_wind,1.4865,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2023,onshore_wind,21.6099,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2023,solar_pv,20.1227,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2023,wind,23.0964,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,offshore component
France,FRA,2024,offshore_wind,1.4938,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2024,onshore_wind,22.747,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2024,solar_pv,25.4562,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2024,wind,24.2408,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,offshore component
France,FRA,2025,offshore_wind,1.9018,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2025,onshore_wind,23.753,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2025,solar_pv,31.2262,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
France,FRA,2025,wind,25.6548,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,offshore component
Germany,DEU,2003,onshore_wind,14.381,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Germany,DEU,2003,solar_pv,0.435,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Germany,DEU,2003,wind,14.381,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,onshore component
Germany,DEU,2004,onshore_wind,16.419,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Germany,DEU,2004,solar_pv,1.105,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Germany,DEU,2004,wind,16.419,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,onshore component
Germany,DEU,2005,onshore_wind,18.248,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Germany,DEU,2005,solar_pv,2.056,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Germany,DEU,2005,wind,18.248,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,onshore component
Germany,DEU,2006,onshore_wind,20.474,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Germany,DEU,2006,solar_pv,2.899,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Germany,DEU,2006,wind,20.474,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,onshore component
Germany,DEU,2007,onshore_wind,22.116,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Germany,DEU,2007,solar_pv,4.17,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Germany,DEU,2007,wind,22.116,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,onshore component
Germany,DEU,2008,onshore_wind,22.794,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Germany,DEU,2008,solar_pv,6.12,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Germany,DEU,2008,wind,22.794,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,onshore component
Germany,DEU,2009,offshore_wind,0.035,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Germany,DEU,2009,onshore_wind,25.697,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Germany,DEU,2009,solar_pv,10.564,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Germany,DEU,2009,wind,25.732,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,offshore component
Germany,DEU,2010,offshore_wind,0.08,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Germany,DEU,2010,onshore_wind,26.823,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Germany,DEU,2010,solar_pv,18.004,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Germany,DEU,2010,wind,26.903,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,offshore component
Germany,DEU,2011,offshore_wind,0.188,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Germany,DEU,2011,onshore_wind,28.524,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Germany,DEU,2011,solar_pv,25.914,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Germany,DEU,2011,wind,28.712,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,offshore component
Germany,DEU,2012,offshore_wind,0.268,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Germany,DEU,2012,onshore_wind,30.711,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Germany,DEU,2012,solar_pv,34.075,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Germany,DEU,2012,wind,30.979,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,offshore component
Germany,DEU,2013,offshore_wind,0.508,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Germany,DEU,2013,onshore_wind,32.969,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Germany,DEU,2013,solar_pv,36.708,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Germany,DEU,2013,wind,33.477,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,offshore component
Germany,DEU,2014,offshore_wind,0.994,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Germany,DEU,2014,onshore_wind,37.62,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Germany,DEU,2014,solar_pv,37.898,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,
Germany,DEU,2014,wind,38.614,IRENA IRENASTAT Country_ELECCAP_2026_H1_v-PX 1.px,offshore component
